w1,w2,w3,w4,has_shorts,mean,sd_sample,sd_theoretical,sharpe,var_95,cvar_95,regime,scenario,mean_annualized_simulated
-0.12599114333579942,0.14759283246299115,-0.8869099197601045,1.8653082306329127,1,0.2945429086428876,0.21655135718978596,0.2165513571897859,1.3601526790928848,-0.04900858905935549,-0.16232377234534007,Shorts OK,Personal ETF,0.10603544711143954
-0.5281314952456952,0.8764438881551504,-0.9294732901797111,1.581160897270256,1,0.3400192798460298,0.26448523356300313,0.264485233563003,1.285588897593535,-0.08648941123046494,-0.19430537913754303,Shorts OK,Personal ETF,0.12240694074457073
0.566736663099715,-0.7548736494489763,-0.40192829273245567,1.590065279081717,1,0.19074696882649209,0.17209821100751518,0.17209821100751532,1.108361136991497,-0.10433931127045011,-0.17990727474814094,Shorts OK,Personal ETF,0.06866890877753715
-0.9425249228490222,0.664139781763672,-0.9368506736415148,2.215235814726865,1,0.31550654308192716,0.23017951873595394,0.23017951873595377,1.370697726776701,-0.059344123004945036,-0.16492285057691497,Shorts OK,Personal ETF,0.11358235550949378
0.7959363207407355,-0.8818688639211647,-0.6017652291999163,1.6876977723803455,1,0.2120837236922018,0.17543906730945782,0.17543906730945805,1.2088739808340767,-0.07828560377941952,-0.16766615203416044,Shorts OK,Personal ETF,0.07635014052919264
0.7495118239805065,-0.9526378284964017,-0.5427369821776806,1.7458629866935758,1,0.19880386452828208,0.17289198170868017,0.1728919817086804,1.1498732478135565,-0.09132613109500834,-0.17368644785541895,Shorts OK,Personal ETF,0.07156939123018155
0.40547441237894244,0.9519020208127622,-0.9990298857785187,0.641653452586814,1,0.3777162619289325,0.32177427350991633,0.32177427350991633,1.17385475789845,-0.11586993457913106,-0.2639534897424001,Shorts OK,Personal ETF,0.1359778542944157
-0.7818825954955095,0.3191279914375782,-0.8750667786315189,2.3378213826894503,1,0.2881593024604464,0.2082763498089723,0.2082763498089721,1.383543079781941,-0.057534446192217814,-0.1558076420145202,Shorts OK,Personal ETF,0.10373734888576071
-0.24978725577031424,0.0210960470208279,-0.8858012562356101,2.1144924649850965,1,0.28243472973572936,0.20451019953391242,0.20451019953391236,1.3810300433885954,-0.0501337713799985,-0.15452403653953153,Shorts OK,Personal ETF,0.10167650270486257
0.9173376827633772,-0.8696240228954988,-0.5076215458505335,1.459907885982655,1,0.2046235313365122,0.17448719255560396,0.17448719255560413,1.1727137581820206,-0.09140371897390957,-0.17207066819204497,Shorts OK,Personal ETF,0.0736644712811444
0.8641197023373146,-0.9954922145328302,-0.9846780243396975,2.116050536535213,1,0.2524420185979268,0.18419111307000088,0.1841911130700011,1.370543965940352,-0.05301407871371591,-0.14701005805084683,Shorts OK,Personal ETF,0.09087912669525365
0.42827704624123175,0.8198405582488029,-0.898599358986403,0.6504817544963684,1,0.35692938564087723,0.30302652794591006,0.30302652794591006,1.177881646403541,-0.1094105294008251,-0.24840856777673542,Shorts OK,Personal ETF,0.1284945788307158
0.7345311641389556,-0.8325423593385455,-0.9293583765627618,2.0273695717623514,1,0.2537152439382662,0.18571640118555616,0.18571640118555635,1.3661434440826252,-0.0531581551168758,-0.14806205586830432,Shorts OK,Personal ETF,0.09133748781777584
-0.038757066727188816,-0.29242149234878423,-0.9169929669933365,2.2481715260693096,1,0.2698626051412384,0.19390759057209467,0.19390759057209467,1.391707278426028,-0.05525335133666069,-0.14731804618022698,Shorts OK,Personal ETF,0.09715053785084582
0.40701214671346886,-0.8252756697969674,-0.7478064354101226,2.166069958493621,1,0.2237508967011211,0.17775346573410034,0.17775346573410047,1.2587709374726221,-0.07399647599922675,-0.16151029432156608,Shorts OK,Personal ETF,0.0805503228124036
0.8764115308544447,-0.8448101753235813,-0.9435549196757109,1.9119535641448475,1,0.2582350414330177,0.18805982277930686,0.18805982277930702,1.3731536997993627,-0.05418755636952223,-0.14746411152481073,Shorts OK,Personal ETF,0.09296461491588635
0.17727998762802533,0.23396280459336216,-0.9682446336129471,1.5570018413915596,1,0.3182202488105976,0.23840723291191593,0.23840723291191587,1.334775983613593,-0.05255115135775607,-0.1741528634348244,Shorts OK,Personal ETF,0.11455928957181512
0.7125491286294647,-0.7456453864939852,-0.28447554822885035,1.3175718060933708,1,0.18087421162126685,0.1707979565051123,0.17079795650511245,1.0589951737265249,-0.10857886195175145,-0.1860890707452471,Shorts OK,Personal ETF,0.06511471618365607
-0.7361850797392404,-0.23238755317329174,-0.8986416200061582,2.86721425291869,1,0.25387234415245885,0.18693983297352446,0.18693983297352432,1.3580430671959238,-0.057167410382044155,-0.15159741015646824,Shorts OK,Personal ETF,0.09139404389488519
-0.7989335231554633,-0.0614258791388691,-0.8785782172531991,2.7389376195475315,1,0.26170252093872626,0.19026751545748444,0.19026751545748438,1.3754450953410597,-0.06125511560281261,-0.15029031551957991,Shorts OK,Personal ETF,0.09421290753794145
-0.780249589533077,-0.03671156577550616,-0.9985738786318301,2.8155350339404133,1,0.2784725759519255,0.19536344823871116,0.19536344823871096,1.42540776415691,-0.041741257918732545,-0.14335327071450507,Shorts OK,Personal ETF,0.10025012734269317
